ID,Americas,EU,APAC,"missing
completely",Dupes,Database,,Schema,Type,Name,"comments
in column
AF?","# queries
","# users
","storage
in GB","mapped
AURORA
source product","mapped
AURORA
data product",comments,Data Model Availability,UAT Start Date,Go-live Date,,PRE-FILTER
ANALYTICS;VW_JPC_CARENET_EDETAILING_CARENET_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_JPC_CARENET_EDETAILING_CARENET_LOAD,no,3,3,0,,,,,,,,Japan
ANALYTICS;VW_JPC_CARENET_FACT_EVENT_ATTENDEE_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_JPC_CARENET_FACT_EVENT_ATTENDEE_LOAD,no,97,5,0,,,,,,,,Japan
ANALYTICS;VW_JPC_FACT_E_DETAILING_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_JPC_FACT_E_DETAILING_LOAD,no,3,3,0,,,,,,,,Japan
ANALYTICS;VW_JPC_FACT_EDETAILING_M3_MSG_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_JPC_FACT_EDETAILING_M3_MSG_LOAD,no,96,4,0,,,,,,,,Japan
ANALYTICS;VW_JPC_FACT_EDETAILING_M3_OPD_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_JPC_FACT_EDETAILING_M3_OPD_LOAD,no,90,4,0,,,,,,,,Japan
ANALYTICS;VW_JPC_FACT_EDETAILING_NMO_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_JPC_FACT_EDETAILING_NMO_LOAD,no,96,4,0,,,,,,,,Japan
ANALYTICS;VW_JPC_KIMURAJOHO_FACT_EVENT_ATTENDEE_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_JPC_KIMURAJOHO_FACT_EVENT_ATTENDEE_LOAD,no,1022,5,0,,,,,,,,Japan
ANALYTICS;VW_JPC_M3_FACT_EVENT_ATTENDEE_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_JPC_M3_FACT_EVENT_ATTENDEE_LOAD,no,99,5,0,,,,,,,,Japan
ANALYTICS;VW_JPC_MEDPEER_FACT_EVENT_ATTENDEE_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_JPC_MEDPEER_FACT_EVENT_ATTENDEE_LOAD,no,97,5,0,,,,,,,,Japan
ANALYTICS;VW_JPC_MSS_DIM_HCO_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_JPC_MSS_DIM_HCO_LOAD,no,94,4,0,,,,,,,,Japan
ANALYTICS;VW_JPC_MSS_DIM_HCO_PIC_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_JPC_MSS_DIM_HCO_PIC_LOAD,no,95,5,0,,,,,,,,Japan
ANALYTICS;VW_JPC_MSS_DIM_SALES_ORG_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_JPC_MSS_DIM_SALES_ORG_LOAD,no,95,5,0,,,,,,,,Japan
ANALYTICS;VW_JPC_MSS_DIM_TM_PD_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_JPC_MSS_DIM_TM_PD_LOAD,no,94,4,0,,,,,,,,Japan
ANALYTICS;VW_JPC_MSS_DIM_WS_ORG_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_JPC_MSS_DIM_WS_ORG_LOAD,no,94,4,0,,,,,,,,Japan
ANALYTICS;VW_JPC_MSS_MAP_HCO_AGG_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_JPC_MSS_MAP_HCO_AGG_LOAD,no,94,4,0,,,,,,,,Japan
ANALYTICS;VW_JPC_NMO_FACT_EVENT_ATTENDEE_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_JPC_NMO_FACT_EVENT_ATTENDEE_LOAD,no,97,5,0,,,,,,,,Japan
ANALYTICS;VW_JPC_NOZOMI_DIM_MEETING_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_JPC_NOZOMI_DIM_MEETING_LOAD,no,94,4,0,,,,,,,,Japan
ANALYTICS;VW_JPC_NOZOMI_DIM_MEETING_LOAD_TEST,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_JPC_NOZOMI_DIM_MEETING_LOAD_TEST,no,1,1,0,,,,,,,,Japan
ANALYTICS;VW_JPC_NOZOMI_DIM_MEETING_LOAD_TEST1,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_JPC_NOZOMI_DIM_MEETING_LOAD_TEST1,no,1,1,0,,,,,,,,Japan
ANALYTICS;VW_JPC_NOZOMI_FACT_EVENT_ATTENDEE_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_JPC_NOZOMI_FACT_EVENT_ATTENDEE_LOAD,no,94,4,0,,,,,,,,Japan
ANALYTICS;VW_JPC_NOZOMI_FACT_PAYMENT_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_JPC_NOZOMI_FACT_PAYMENT_LOAD,no,95,4,0,,,,,,,,Japan
ANALYTICS;VW_JPC_SAP_FACT_1ST_SALES_DAILY_SLIP_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_JPC_SAP_FACT_1ST_SALES_DAILY_SLIP_LOAD,no,94,4,0,,,,,,,,Japan
ANALYTICS;VW_JPC_ULTMARC_DIM_HCP_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_JPC_ULTMARC_DIM_HCP_LOAD,no,95,5,0,,,,,,,,Japan
ANALYTICS;VW_MAP_AC_BNDRY_NHSENGLAND_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_AC_BNDRY_NHSENGLAND_LOAD,no,6,4,0,will not be covered by Aurora,will not be covered by Aurora,,,,,,MarketData
ANALYTICS;VW_MAP_AC_BNDRY_NHSNORTHERNIRELAND_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_AC_BNDRY_NHSNORTHERNIRELAND_LOAD,no,5,4,0,will not be covered by Aurora,will not be covered by Aurora,,,,,,MarketData
ANALYTICS;VW_MAP_AC_BNDRY_NHSSCOTTLAND_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_AC_BNDRY_NHSSCOTTLAND_LOAD,no,6,4,0,will not be covered by Aurora,will not be covered by Aurora,,,,,,MarketData
ANALYTICS;VW_MAP_AC_BNDRY_NHSWALES_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_AC_BNDRY_NHSWALES_LOAD,no,6,4,0,will not be covered by Aurora,will not be covered by Aurora,,,,,,MarketData
ANALYTICS;VW_MAP_AC_SALE_ALLOC_ERR_IQVIA_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_AC_SALE_ALLOC_ERR_IQVIA_LOAD,no,3,3,0,will not be covered by Aurora,will not be covered by Aurora,,,,,,MarketData
ANALYTICS;VW_MAP_AC_SALE_ALLOC_IQVIA_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_AC_SALE_ALLOC_IQVIA_LOAD,no,3,3,0,will not be covered by Aurora,will not be covered by Aurora,,,,,,MarketData
ANALYTICS;VW_MAP_ACCOUNT_AFFILIATION_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_ACCOUNT_AFFILIATION_LOAD,no,3,3,0,Vault CRM,,,,,,,
ANALYTICS;VW_MAP_ACCOUNT_CONSENT_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_ACCOUNT_CONSENT_LOAD,no,6,4,0,Truman,,,,,,,Truman
ANALYTICS;VW_MAP_ACCOUNT_CONSENT_TEMP_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_ACCOUNT_CONSENT_TEMP_LOAD,no,0,0,0,Truman,,,,,,,Truman
ANALYTICS;VW_MAP_ACCOUNT_DETAIL_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_ACCOUNT_DETAIL_LOAD,no,17,7,0,Vault CRM,,,,,,,Veeva
ANALYTICS;VW_MAP_ACCOUNT_DETAIL_LOAD_TEMP_02082023,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_ACCOUNT_DETAIL_LOAD_TEMP_02082023,no,1,1,0,Vault CRM,,,,,,,Veeva
ANALYTICS;VW_MAP_ACCOUNT_FOCUS_AREA_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_ACCOUNT_FOCUS_AREA_LOAD,no,3,3,0,Vault CRM,,,,,,,Veeva
ANALYTICS;VW_MAP_ACCOUNT_HIERARCHY_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_ACCOUNT_HIERARCHY_LOAD,no,5,5,0,Vault CRM,,,,,,,Veeva
ANALYTICS;VW_MAP_ACCOUNT_LIST_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_ACCOUNT_LIST_LOAD,no,3,3,0,Vault CRM,,,,,,,Veeva
ANALYTICS;VW_MAP_ACCOUNT_MERGE_HISTORY_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_ACCOUNT_MERGE_HISTORY_LOAD,no,3,3,0,Vault CRM,,,,,,,Veeva
ANALYTICS;VW_MAP_ACCOUNT_PLAN_KEY_STKHLDR_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_ACCOUNT_PLAN_KEY_STKHLDR_LOAD,no,6,6,0,Vault CRM,,,,,,,Veeva
ANALYTICS;VW_MAP_ACCOUNT_PLAN_TEAM_MEMBER_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_ACCOUNT_PLAN_TEAM_MEMBER_LOAD,no,3,3,0,Vault CRM,,,,,,,Veeva
ANALYTICS;VW_MAP_ACCOUNT_TERRITORY_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_ACCOUNT_TERRITORY_LOAD,no,9,6,0,Vault Align,,,,,,,Veeva
ANALYTICS;VW_MAP_ACCOUNT_TERRITORY_SE,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_ACCOUNT_TERRITORY_SE,no,5,4,0,Vault Align,,,,,,,Veeva
ANALYTICS;VW_MAP_ACCOUNT_TERRITORY_TEMP_08092023_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_ACCOUNT_TERRITORY_TEMP_08092023_LOAD,no,0,0,0,Vault Align,,,,,,,
ANALYTICS;VW_MAP_ACCOUNT_THERAPEUTIC_AREA_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_ACCOUNT_THERAPEUTIC_AREA_LOAD,no,3,3,0,,,,,,,,
ANALYTICS;VW_MAP_BNDRY_AC_CHG_IQVIA_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_BNDRY_AC_CHG_IQVIA_LOAD,no,3,3,0,will not be covered by Aurora,will not be covered by Aurora,,,,,,MarketData
ANALYTICS;VW_MAP_BNDRY_ASSC_IQVIA_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_BNDRY_ASSC_IQVIA_LOAD,no,3,3,0,will not be covered by Aurora,will not be covered by Aurora,,,,,,MarketData
ANALYTICS;VW_MAP_BNDRY_ASSC_LD_CLINICAL_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_BNDRY_ASSC_LD_CLINICAL_LOAD,no,3,3,0,,,,,,,,MarketData
ANALYTICS;VW_MAP_BNDRY_ASSC_LOCALDATA_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_BNDRY_ASSC_LOCALDATA_LOAD,no,3,3,0,,,,,,,,MarketData
ANALYTICS;VW_MAP_BNDRY_ASSC_LOCALDATANL_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_BNDRY_ASSC_LOCALDATANL_LOAD,no,6,4,0,,,,,,,,MarketData
ANALYTICS;VW_MAP_BNDRY_ASSC_SCANDINAVIA_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_BNDRY_ASSC_SCANDINAVIA_LOAD,no,266,3,0,,,,,,,,MarketData
ANALYTICS;VW_MAP_BRICK_READINS_IQVIA_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_BRICK_READINS_IQVIA_LOAD,no,3,3,0,will not be covered by Aurora,will not be covered by Aurora,,,,,,MarketData
ANALYTICS;VW_MAP_BRICK_TERRITORY_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_BRICK_TERRITORY_LOAD,no,4,4,0,Vault Align,,,,,,,Veeva
ANALYTICS;VW_MAP_BUS_RSPTY_SAP_ELSA_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_BUS_RSPTY_SAP_ELSA_LOAD,no,557,6,0,SAP,SAP CORE 1.0,,tbd,NN,tbd,,SAP
ANALYTICS;VW_MAP_BUSINESS_FUNCTION_KEY_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_BUSINESS_FUNCTION_KEY_LOAD,no,201,6,0,,,,,,,,
ANALYTICS;VW_MAP_CDIS_ACCOUNT_DETAIL_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_CDIS_ACCOUNT_DETAIL_LOAD,no,4,4,0,,,,,,,,CDIS
ANALYTICS;VW_MAP_CHNL_ASSC_IQVIA_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_CHNL_ASSC_IQVIA_LOAD,no,3,3,0,will not be covered by Aurora,will not be covered by Aurora,,,,,,MarketData
ANALYTICS;VW_MAP_CLIENT_AC_SALE_ALLOC_CHG_IQVIA_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_CLIENT_AC_SALE_ALLOC_CHG_IQVIA_LOAD,no,3,3,0,will not be covered by Aurora,will not be covered by Aurora,,,,,,MarketData
ANALYTICS;VW_MAP_CLIENT_AC_SALE_ALLOC_IQVIA_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_CLIENT_AC_SALE_ALLOC_IQVIA_LOAD,no,3,3,0,will not be covered by Aurora,will not be covered by Aurora,,,,,,MarketData
ANALYTICS;VW_MAP_CLIENT_NETWORK_BNDRY_ASSC_IQVIA_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_CLIENT_NETWORK_BNDRY_ASSC_IQVIA_LOAD,no,3,3,0,will not be covered by Aurora,will not be covered by Aurora,,,,,,MarketData
ANALYTICS;VW_MAP_CNCMTNC_ATC_IQVIA_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_CNCMTNC_ATC_IQVIA_LOAD,no,3,3,0,will not be covered by Aurora,will not be covered by Aurora,,,,,,MarketData
ANALYTICS;VW_MAP_CNCMTNC_NFC_IQVIA_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_CNCMTNC_NFC_IQVIA_LOAD,no,3,3,0,will not be covered by Aurora,will not be covered by Aurora,,,,,,MarketData
ANALYTICS;VW_MAP_CNCMTNC_PROD_IQVIA_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_CNCMTNC_PROD_IQVIA_LOAD,no,3,3,0,will not be covered by Aurora,will not be covered by Aurora,,,,,,MarketData
ANALYTICS;VW_MAP_CNCMTNC_SUBSTN_IQVIA_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_CNCMTNC_SUBSTN_IQVIA_LOAD,no,2,2,0,will not be covered by Aurora,will not be covered by Aurora,,,,,,MarketData
ANALYTICS;VW_MAP_CUST_CHNL_DIV_SAP_ELSA_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_CUST_CHNL_DIV_SAP_ELSA_LOAD,no,278,6,0,SAP,SAP CORE 1.0,,tbd,NN,tbd,,SAP
ANALYTICS;VW_MAP_CUST_SUCSR_RAD_DE_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_CUST_SUCSR_RAD_DE_LOAD,no,67,2,0,,,,,,,,
ANALYTICS;VW_MAP_DS_CLAS_ASSC_IQVIA_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_DS_CLAS_ASSC_IQVIA_LOAD,no,4,4,0,will not be covered by Aurora,will not be covered by Aurora,,,,,,MarketData
ANALYTICS;VW_MAP_DS_PUBL_LOG_IQVIA_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_DS_PUBL_LOG_IQVIA_LOAD,no,3,3,0,will not be covered by Aurora,will not be covered by Aurora,,,,,,MarketData
ANALYTICS;VW_MAP_EMPLOYEE_HIERARCHY_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_EMPLOYEE_HIERARCHY_LOAD,no,6,6,0,Vault CRM,,,,,,,
ANALYTICS;VW_MAP_EMPLOYEE_TERRITORY_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_EMPLOYEE_TERRITORY_LOAD,no,10,8,0,Vault Align,,,,,,,Veeva
ANALYTICS;VW_MAP_EMPLOYEE_TERRITORY_SE,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_EMPLOYEE_TERRITORY_SE,no,3,3,0,Vault Align,,,,,,,Veeva
ANALYTICS;VW_MAP_EVENT_ATTACHMENT_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_EVENT_ATTACHMENT_LOAD,no,3,3,0,Vault CRM,,,,,,,Veeva
ANALYTICS;VW_MAP_EVENT_NOTE_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_EVENT_NOTE_LOAD,no,3,3,0,Vault CRM,,,,,,,Veeva
ANALYTICS;VW_MAP_EVENT_SPEAKER_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_EVENT_SPEAKER_LOAD,no,3,3,0,Vault CRM,,,,,,,Veeva
ANALYTICS;VW_MAP_EVENT_TEAM_MEMBER_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_EVENT_TEAM_MEMBER_LOAD,no,3,3,0,Vault CRM,,,,,,,Veeva
ANALYTICS;VW_MAP_FRAME_ASSC_LOCALDATA_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_FRAME_ASSC_LOCALDATA_LOAD,no,6,4,0,,,,,,,,
ANALYTICS;VW_MAP_GEOGRAPHY_HDSC_PL_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_GEOGRAPHY_HDSC_PL_LOAD,no,135,5,0,,,,,,,,
ANALYTICS;VW_MAP_GEOGRAPHY_HDSC_TR_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_GEOGRAPHY_HDSC_TR_LOAD,no,70,4,0,,,,,,,,
ANALYTICS;VW_MAP_LCL_TO_GLBL_CURR_RAD_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_LCL_TO_GLBL_CURR_RAD_LOAD,no,200,6,0,,,,,,,,
ANALYTICS;VW_MAP_MDM_PROD_XREF_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_MDM_PROD_XREF_LOAD,no,804,9,0,Reltio MDM,,,,,,,MDM
ANALYTICS;VW_MAP_MKT_AC_SALE_ALLOC_SET_IQVIA_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_MKT_AC_SALE_ALLOC_SET_IQVIA_LOAD,no,3,3,0,will not be covered by Aurora,will not be covered by Aurora,,,,,,MarketData
ANALYTICS;VW_MAP_MOBL_USER_ASGNT_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_MOBL_USER_ASGNT_LOAD,no,249,6,0,,,,,,,,
ANALYTICS;VW_MAP_MTRL_UNIT_CVRSN_FACTOR_ELSA_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_MTRL_UNIT_CVRSN_FACTOR_ELSA_LOAD,no,280,7,0,SAP,Product 3.0 (SAP),,tbd,2/17/26,3/31/26,,SAP
ANALYTICS;VW_MAP_MTRL_UNIT_SAP_ELSA_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_MTRL_UNIT_SAP_ELSA_LOAD,no,279,7,0,SAP,Product 3.0 (SAP),,tbd,2/17/26,3/31/26,,SAP
ANALYTICS;VW_MAP_NETWORK_BNDRY_RLTN_IQVIA_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_NETWORK_BNDRY_RLTN_IQVIA_LOAD,no,3,3,0,will not be covered by Aurora,will not be covered by Aurora,,,,,,MarketData
ANALYTICS;VW_MAP_OAC_CLIENT_BNDRY_ASSC_IQVIA_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_OAC_CLIENT_BNDRY_ASSC_IQVIA_LOAD,no,3,3,0,will not be covered by Aurora,will not be covered by Aurora,,,,,,MarketData
ANALYTICS;VW_MAP_ORG_CONTACT_LOC_IQVIA_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_ORG_CONTACT_LOC_IQVIA_LOAD,no,3,3,0,will not be covered by Aurora,will not be covered by Aurora,,,,,,MarketData
ANALYTICS;VW_MAP_ORG_ROLE_BNDRY_IQVIA_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_ORG_ROLE_BNDRY_IQVIA_LOAD,no,3,3,0,will not be covered by Aurora,will not be covered by Aurora,,,,,,MarketData
ANALYTICS;VW_MAP_ORG_STRC_IQVIA_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_ORG_STRC_IQVIA_LOAD,no,3,3,0,will not be covered by Aurora,will not be covered by Aurora,,,,,,MarketData
ANALYTICS;VW_MAP_PCMDTY_INGRD_IQVIA_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_PCMDTY_INGRD_IQVIA_LOAD,no,3,3,0,will not be covered by Aurora,will not be covered by Aurora,,,,,,MarketData
ANALYTICS;VW_MAP_PCMDTY_INGRD_NHSENGLAND_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_PCMDTY_INGRD_NHSENGLAND_LOAD,no,6,4,0,will not be covered by Aurora,will not be covered by Aurora,,,,,,MarketData
ANALYTICS;VW_MAP_PCMDTY_INGRD_NHSWALES_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_PCMDTY_INGRD_NHSWALES_LOAD,no,133,4,0,will not be covered by Aurora,will not be covered by Aurora,,,,,,MarketData
ANALYTICS;VW_MAP_PCMDTY_INGRD_NM_IQVIA_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_PCMDTY_INGRD_NM_IQVIA_LOAD,no,3,3,0,will not be covered by Aurora,will not be covered by Aurora,,,,,,MarketData
ANALYTICS;VW_MAP_PRFSN_SPCL_BNDRY_IQVIA_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_PRFSN_SPCL_BNDRY_IQVIA_LOAD,no,3,3,0,will not be covered by Aurora,will not be covered by Aurora,,,,,,MarketData
ANALYTICS;VW_MAP_PROD_ASSC_IQVIA_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_PROD_ASSC_IQVIA_LOAD,no,7,6,0,will not be covered by Aurora,will not be covered by Aurora,,,,,,MarketData
ANALYTICS;VW_MAP_PROD_ATC_IQVIA_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_PROD_ATC_IQVIA_LOAD,no,6,5,0,will not be covered by Aurora,will not be covered by Aurora,,,,,,MarketData
ANALYTICS;VW_MAP_PROD_BNF_CLAS_NHSENGLAND_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_PROD_BNF_CLAS_NHSENGLAND_LOAD,no,6,4,0,will not be covered by Aurora,will not be covered by Aurora,,,,,,MarketData
ANALYTICS;VW_MAP_PROD_INGRD_IQVIA_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_PROD_INGRD_IQVIA_LOAD,no,2,2,0,will not be covered by Aurora,will not be covered by Aurora,,,,,,MarketData
ANALYTICS;VW_MAP_PROD_LCL_CLAS_IQVIA_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_PROD_LCL_CLAS_IQVIA_LOAD,no,3,3,0,will not be covered by Aurora,will not be covered by Aurora,,,,,,MarketData
ANALYTICS;VW_MAP_PROD_PCMDTY_GRP_BNDRY_IQVIA_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_PROD_PCMDTY_GRP_BNDRY_IQVIA_LOAD,no,3,3,0,will not be covered by Aurora,will not be covered by Aurora,,,,,,MarketData
ANALYTICS;VW_MAP_PROD_PCMDTY_GRP_IQVIA_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_PROD_PCMDTY_GRP_IQVIA_LOAD,no,3,3,0,will not be covered by Aurora,will not be covered by Aurora,,,,,,MarketData
ANALYTICS;VW_MAP_PROD_SPCL_CLIENT_DDDOSE_RNG_IQVIA_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_PROD_SPCL_CLIENT_DDDOSE_RNG_IQVIA_LOAD,no,6,5,0,will not be covered by Aurora,will not be covered by Aurora,,,,,,MarketData
ANALYTICS;VW_MAP_PRODUCT_HIERARCHY_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_PRODUCT_HIERARCHY_LOAD,no,3,3,0,,,,,,,,
ANALYTICS;VW_MAP_PRODUCT_INDICATION_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_PRODUCT_INDICATION_LOAD,no,4,4,0,,,,,,,,
ANALYTICS;VW_MAP_PRODUCT_TERRITORY_LOAD,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_PRODUCT_TERRITORY_LOAD,no,201,6,0,Vault Align,,,,,,,Veeva
ANALYTICS;VW_MAP_PRODUCT_TERRITORY_SE,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,VIEW,VW_MAP_PRODUCT_TERRITORY_SE,no,3,3,0,Vault align,,,,,,,Veeva
