ID,Americas,EU,APAC,"missing
completely",Dupes,Database,,Schema,Type,Name,"comments
in column
AF?","# queries
","# users
","storage
in GB","mapped
AURORA
source product","mapped
AURORA
data product",comments,Data Model Availability,UAT Start Date,Go-live Date,,PRE-FILTER
ENRICH;BV_GERS_GER_SAL_NAT_DOMTOM_QUANTI_PRODUIT_FR,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_GERS_GER_SAL_NAT_DOMTOM_QUANTI_PRODUIT_FR,no,432,4,0.06,will not be covered by Aurora,will not be covered by Aurora,,,,,,MarketData
ENRICH;BV_GERS_GER_SAL_NAT_MIXT_QUANTI_PRODUIT_FR,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_GERS_GER_SAL_NAT_MIXT_QUANTI_PRODUIT_FR,no,432,4,0.089,will not be covered by Aurora,will not be covered by Aurora,,,,,,MarketData
ENRICH;BV_VEEVA_ALIGN_MC_CYCLE_PLAN_TARGET__ALN_MEC1,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_ALIGN_MC_CYCLE_PLAN_TARGET__ALN_MEC1,no,432,4,3.077,Vault Align,,,,,,,Veeva
ENRICH;BV_VEEVA_CRM_STAKEHOLDER_CLINICAL_TRIAL_VOD__C_EC1,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_STAKEHOLDER_CLINICAL_TRIAL_VOD__C_EC1,no,432,6,0.141,Vault CRM,,,,,,,Veeva
ANALYTICS;DATABASECHANGELOGLOCK,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,DATABASECHANGELOGLOCK,no,431,9,0,,,,,,,,
ANALYTICS;DIM_SUBSTN,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,DIM_SUBSTN,no,431,19,0.018,will not be covered by Aurora,will not be covered by Aurora,,,,,,
MODEL;S_ALN_MC_CYCLE_PRODUCT,0,0,0,1,,CPH_DB_PROD,,MODEL,BASE TABLE,S_ALN_MC_CYCLE_PRODUCT,no,429,9,0.02,Vault Align,,,,,,,Veeva
ANALYTICS;DIM_CONTRACT_PARTNER,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,DIM_CONTRACT_PARTNER,no,429,13,0.063,Vault CRM,,,,,,,
ANALYTICS;REF_AGE_GRP,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,REF_AGE_GRP,no,428,11,0,,,,,,,,
ENRICH;BV_VEEVA_CRM_ATTACHMENT_PC1,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_ATTACHMENT_PC1,no,427,3,5.141,Vault CRM,,,,,,,Veeva
ENRICH;BV_VEEVA_CRM_EM_BUDGET_VOD__C_EC1,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_EM_BUDGET_VOD__C_EC1,no,427,5,0.003,Vault CRM,,,,,,,Veeva
ENRICH;BV_VEEVA_CRM_MC_CYCLE_PLAN_SUMMARY_VOD__C_PC2,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_MC_CYCLE_PLAN_SUMMARY_VOD__C_PC2,no,426,5,1.723,Vault CRM,,,,,,,Veeva
ENRICH;BV_VEEVA_CRM_ATTACHMENT_EC1,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_ATTACHMENT_EC1,no,425,4,5.59,Vault CRM,,,,,,,Veeva
ENRICH;BV_VEEVA_CRM_VEEVA_TRANSLATION_EC2,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_VEEVA_TRANSLATION_EC2,no,425,5,9.105,Vault CRM,,,,,,,Veeva
ENRICH;BV_VEEVA_CRM_VEEVA_TRANSLATION_MEC1,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_VEEVA_TRANSLATION_MEC1,no,425,5,8.929,Vault CRM,,,,,,,Veeva
ENRICH;BV_VEEVA_CRM_ACCOUNT_LIST_ITEM_VOD__C_AC2,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_ACCOUNT_LIST_ITEM_VOD__C_AC2,no,424,5,0.098,Vault CRM,,,,,,,Veeva
ENRICH;BV_VEEVA_CRM_CLM_PRESENTATION_SLIDE_VOD__C_PC1,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_CLM_PRESENTATION_SLIDE_VOD__C_PC1,no,423,3,0.06,Vault CRM,,,,,,,Veeva
ENRICH;BV_VEEVA_CRM_REMOTE_MEETING_VOD__C_AC1,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_REMOTE_MEETING_VOD__C_AC1,no,423,3,0.285,Vault CRM,,,,,,,Veeva
ENRICH;BV_VEEVA_ALIGN_TERRITORY_HISTORY__ALN_AC2,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_ALIGN_TERRITORY_HISTORY__ALN_AC2,no,421,5,0.433,Vault Align,,,,,,,Veeva
ANALYTICS;REF_GENDER,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,REF_GENDER,no,421,11,0,Reference,Reference Data 1.1 (Trademark hierarchy),,tbd,11/19/25,12/31/25,,
MODEL;S_VEV_METRIC_CONFIGURATION,0,0,0,1,,CPH_DB_PROD,,MODEL,BASE TABLE,S_VEV_METRIC_CONFIGURATION,no,421,10,0.01,Vault CRM,,,,,,,Veeva
ENRICH;BV_VEEVA_ALIGN_GEOGRAPHY__ALN_EC1,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_ALIGN_GEOGRAPHY__ALN_EC1,no,420,4,0.018,Vault Align,,,,,,,Veeva
MODEL;S_SAP_TDM_USR_MDC_COST_CENTER,0,0,0,1,,CPH_DB_PROD,,MODEL,BASE TABLE,S_SAP_TDM_USR_MDC_COST_CENTER,no,420,8,0,SAP,SAP CORE 1.0,,tbd,NN,tbd,,SAP
ENRICH;BV_VEEVA_CRM_USER_DETAIL_VOD__C_EC2,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_USER_DETAIL_VOD__C_EC2,no,419,5,0.026,Vault CRM,,,,,,,Veeva
ENRICH;BV_VEEVA_CRM_MC_CYCLE_PLAN_PRODUCT_VOD__C_PC1,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_MC_CYCLE_PLAN_PRODUCT_VOD__C_PC1,no,417,8,213.572,Vault CRM,,,,,,,Veeva
ENRICH;BV_VEEVA_CRM_MEDICAL_DISCUSSION_VOD__C_MEC1,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_MEDICAL_DISCUSSION_VOD__C_MEC1,no,416,5,0.01,Vault CRM,,,,,,,Veeva
ENRICH;BV_MONTBLANC_STUDY_COUNTRY__V,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_MONTBLANC_STUDY_COUNTRY__V,no,415,11,0.016,will not be covered by Aurora,will not be covered by Aurora,,,,,,Veeva
ENRICH;BV_VEEVA_ALIGN_MC_CYCLE_PLAN_TARGET__ALN_EC2,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_ALIGN_MC_CYCLE_PLAN_TARGET__ALN_EC2,no,414,4,3.142,Vault Align,,,,,,,Veeva
ANALYTICS;FACT_ACCOUNT_CONSENT_MONTHLY,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,FACT_ACCOUNT_CONSENT_MONTHLY,no,413,12,111.911,Truman,,,,,,,Truman
MODEL;S_VEV_NOTE,0,0,0,1,,CPH_DB_PROD,,MODEL,BASE TABLE,S_VEV_NOTE,no,412,10,0.01,Vault CRM,,,,,,,Veeva
ENRICH;BV_VEEVA_CRM_CLM_PRESENTATION_SLIDE_VOD__C_AC1,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_CLM_PRESENTATION_SLIDE_VOD__C_AC1,no,412,3,0.037,Vault CRM,,,,,,,Veeva
ENRICH;BV_CRYSTAL_IQVIA_V_IDP_VEEVACRM_CONSENT_OUTBOUND,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_CRYSTAL_IQVIA_V_IDP_VEEVACRM_CONSENT_OUTBOUND,no,408,22,139.852,Crystal,,,,,,,Veeva
ANALYTICS;MAP_ACCOUNT_FOCUS_AREA,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,MAP_ACCOUNT_FOCUS_AREA,no,408,11,0.01,Vault CRM,,,,,,,Veeva
MODEL;S_ADHOC_SALUTATION_COCKPIT,0,0,0,1,,CPH_DB_PROD,,MODEL,BASE TABLE,S_ADHOC_SALUTATION_COCKPIT,no,408,11,0,,,,,,,,
ANALYTICS;MAP_ACCOUNT_PLAN_TEAM_MEMBER,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,MAP_ACCOUNT_PLAN_TEAM_MEMBER,no,407,12,0.008,Vault CRM,,,,,,,Veeva
ENRICH;BV_GERS_GER_SAL_NAT_MIXT_QUANTI_QUALI_FR,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_GERS_GER_SAL_NAT_MIXT_QUANTI_QUALI_FR,no,406,4,0.268,will not be covered by Aurora,will not be covered by Aurora,,,,,,MarketData
ENRICH;BV_VEEVA_ALIGN_MC_CYCLE_PLAN__ALN_MEC1,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_ALIGN_MC_CYCLE_PLAN__ALN_MEC1,no,404,4,0.02,Vault Align,,,,,,,Veeva
ENRICH;BV_GMDA_GLOCON,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_GMDA_GLOCON,no,403,13,7.022,GMDA,GMDA 1.0,,tbd,NN,tbd,,GMDA
ENRICH;BV_VEEVA_CRM_PLAN_TACTIC_VOD__C_PC2,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_PLAN_TACTIC_VOD__C_PC2,no,399,4,0.065,Vault CRM,,,,,,,Veeva
ENRICH;BV_VEEVA_CRM_SENT_MESSAGE_VOD__C_PC1,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_SENT_MESSAGE_VOD__C_PC1,no,398,4,0.017,Vault CRM,,,,,,,Veeva
MODEL;S_NHS_BNF_PROD_HIERY_WLS_SC,0,0,0,1,,CPH_DB_PROD,,MODEL,BASE TABLE,S_NHS_BNF_PROD_HIERY_WLS_SC,no,398,7,0.001,will not be covered by Aurora,will not be covered by Aurora,,#SPILL!,,,,MarketData
ENRICH;BV_VEEVA_CRM_ACCOUNT_PLAN_VOD__C_PC2,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_ACCOUNT_PLAN_VOD__C_PC2,no,397,4,0.099,Vault CRM,,,,,,,Veeva
ENRICH;BV_VEEVA_CRM_CALL_CLICKSTREAM_VOD__C_EC2,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_CALL_CLICKSTREAM_VOD__C_EC2,no,396,4,0.31,Vault CRM,,,,,,,Veeva
ENRICH;BV_VEEVA_CRM_MC_CYCLE_PLAN_CHANNEL_VOD__C_PC1,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_MC_CYCLE_PLAN_CHANNEL_VOD__C_PC1,no,395,6,79.173,Vault CRM,,,,,,,Veeva
ENRICH;BV_VEEVA_CRM_OBJECTTERRITORY2ASSOCIATION_PC1,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_OBJECTTERRITORY2ASSOCIATION_PC1,no,395,3,0.626,Vault CRM,,,,,,,Veeva
ENRICH;BV_VEEVA_CRM_PROCESSINSTANCE_PC1,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_PROCESSINSTANCE_PC1,no,395,3,0.037,Vault CRM,,,,,,,Veeva
ENRICH;BV_VEEVA_CRM_PROCESSINSTANCESTEP_PC1,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_PROCESSINSTANCESTEP_PC1,no,395,3,0.149,Vault CRM,,,,,,,Veeva
MODEL;S_NHS_PRAC_LOC_SC,0,0,0,1,,CPH_DB_PROD,,MODEL,BASE TABLE,S_NHS_PRAC_LOC_SC,no,394,7,0.011,will not be covered by Aurora,will not be covered by Aurora,,#SPILL!,,,,MarketData
ENRICH;BV_ANALYTICS_FR_HR_COREX,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_ANALYTICS_FR_HR_COREX,no,393,4,7.218,,,,,,,,
ENRICH;BV_VEEVA_CRM_MC_CYCLE_PLAN_SUMMARY_VOD__C_AC1,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_MC_CYCLE_PLAN_SUMMARY_VOD__C_AC1,no,393,4,0.397,Vault CRM,,,,,,,Veeva
ENRICH;BV_VEEVA_CRM_SENT_FRAGMENT_VOD__C_AC1,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_SENT_FRAGMENT_VOD__C_AC1,no,393,5,0.028,Vault CRM,,,,,,,Veeva
ANALYTICS;FACT_CNTRCT_DEFRD_RVNU,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,FACT_CNTRCT_DEFRD_RVNU,no,393,12,0.22,SAP,SAP CORE 1.0,,tbd,NN,tbd,,SAP
MODEL;S_NHS_BNF_PROD_CHEM_SUBSTN_SC,0,0,0,1,,CPH_DB_PROD,,MODEL,BASE TABLE,S_NHS_BNF_PROD_CHEM_SUBSTN_SC,no,393,8,0.001,will not be covered by Aurora,will not be covered by Aurora,,#SPILL!,,,,MarketData
ANALYTICS;FACT_CRYSTAL_SPENDCAP,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,FACT_CRYSTAL_SPENDCAP,no,392,11,0.107,Crystal,,,,,,,
ANALYTICS;MAP_PROD_ASSC,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,MAP_PROD_ASSC,no,392,15,0.24,IQVIA,will not be covered by Aurora,,,,,,MarketData
ENRICH;BV_GMDA_CHANNELDYNAMICS,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_GMDA_CHANNELDYNAMICS,no,391,16,33.689,GMDA,GMDA 1.0,,tbd,NN,tbd,,GMDA
MODEL;S_VEV_CONTENT_TYPE,0,0,0,1,,CPH_DB_PROD,,MODEL,BASE TABLE,S_VEV_CONTENT_TYPE,no,391,10,0,Vault CRM,,,,,,,Veeva
ENRICH;BV_VEEVA_CRM_ACCOUNT_PLAN_VOD__C_AC1,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_ACCOUNT_PLAN_VOD__C_AC1,no,390,6,0.804,Vault CRM,,,,,,,Veeva
ANALYTICS;REF_SOB_TYP,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,REF_SOB_TYP,no,390,7,0,IQVIA,,,,,,,MarketData
MODEL;S_VEV_CONTRACT_LINE,0,0,0,1,,CPH_DB_PROD,,MODEL,BASE TABLE,S_VEV_CONTRACT_LINE,no,390,10,0.006,Vault CRM,,,,,,,Veeva
MODEL;S_SAP_FSR_DETL_AMSMADISC,0,0,0,1,,CPH_DB_PROD,,MODEL,BASE TABLE,S_SAP_FSR_DETL_AMSMADISC,no,389,14,6.876,SAP,SAP Radiology 1.0,,tbd,NN,tbd,,SAP
ENRICH;BV_TWILIO_MESSAGES_MEC1,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_TWILIO_MESSAGES_MEC1,no,389,12,0.258,Twilio,,,,,,,
ENRICH;BV_VEEVA_CRM_SENT_FRAGMENT_VOD__C_EC2,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_SENT_FRAGMENT_VOD__C_EC2,no,389,4,0.022,Vault CRM,,,,,,,Veeva
ENRICH;BV_VEEVA_CRM_SUGGESTION_TAG_VOD__C_EC1,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_SUGGESTION_TAG_VOD__C_EC1,no,388,8,1.037,Vault CRM,,,,,,,Veeva
ENRICH;BV_VEEVA_ALIGN_MC_CYCLE__ALN_AC1,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_ALIGN_MC_CYCLE__ALN_AC1,no,387,3,0.002,Vault Align,,,,,,,Veeva
ENRICH;BV_VEEVA_ALIGN_MC_CYCLE__ALN_PC1,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_ALIGN_MC_CYCLE__ALN_PC1,no,387,3,0.002,Vault Align,,,,,,,Veeva
ENRICH;BV_VEEVA_ALIGN_TERRITORY_MODEL__ALN_EC1,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_ALIGN_TERRITORY_MODEL__ALN_EC1,no,387,4,0.22,Vault Align,,,,,,,Veeva
ENRICH;BV_VEEVA_CRM_MC_CYCLE_PLAN_TARGET_VOD__C_PC1,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_MC_CYCLE_PLAN_TARGET_VOD__C_PC1,no,387,5,36.286,Vault CRM,,,,,,,Veeva
ANALYTICS;EOL_REF_FILE_EOX_DATES,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,EOL_REF_FILE_EOX_DATES,no,387,12,0.001,,,,,,,,
ENRICH;BV_VEEVA_CRM_SAMPLE_RECEIPT_VOD__C_EC2,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_SAMPLE_RECEIPT_VOD__C_EC2,no,386,4,0.008,Vault CRM,,,,,,,Veeva
ENRICH;BV_VEEVA_CRM_SURVEY_VOD__C_PC1,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_SURVEY_VOD__C_PC1,no,386,8,0.002,Vault CRM,Survey 1.0 (Vault CRM),,Available,11/27/25,1/22/26,,Veeva
MODEL;S_GERS_GER_SAL_NAT_OFFICINE_QUANTI_QUALI,0,0,0,1,,CPH_DB_PROD,,MODEL,BASE TABLE,S_GERS_GER_SAL_NAT_OFFICINE_QUANTI_QUALI,no,386,15,0.005,will not be covered by Aurora,will not be covered by Aurora,,#SPILL!,,,,MarketData
ANALYTICS;DIM_CLINICAL_TRIAL,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,DIM_CLINICAL_TRIAL,no,384,12,0.002,Vault CRM,,,,,,,Veeva
ANALYTICS;FACT_FSR_OVRVW_ALL_SM_NOTFN,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,FACT_FSR_OVRVW_ALL_SM_NOTFN,no,384,10,0.144,SAP,SAP CORE 1.0,,tbd,NN,tbd,,SAP
ENRICH;BV_CDPSTTM_MODEL_STTM,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_CDPSTTM_MODEL_STTM,no,383,13,0.018,,,,,,,,
ENRICH;BV_VEEVA_CRM_MC_CYCLE_PLAN_SUMMARY_VOD__C_AC2,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_MC_CYCLE_PLAN_SUMMARY_VOD__C_AC2,no,383,5,0.445,Vault CRM,,,,,,,Veeva
ENRICH;BV_VEEVA_CRM_EM_CATALOG_VOD__C_AC2,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_EM_CATALOG_VOD__C_AC2,no,382,9,0.001,Vault CRM,,,,,,,Veeva
ANALYTICS;MAP_TERRITORY_HIERARCHY_V2,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,MAP_TERRITORY_HIERARCHY_V2,no,382,17,0.003,Vault Align,Territory & Alignment 1.0 (Veeva Align),,9/8/25,10/6/25,10/27/25,,Veeva
ANALYTICS;FACT_INVENTORY_ORDER_ALLOCATION,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,FACT_INVENTORY_ORDER_ALLOCATION,no,381,10,0.011,Vault CRM,,,,,,,Veeva
ENRICH;BV_VEEVA_CRM_ACCOUNT_LIST_ITEM_VOD__C_PC2,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_ACCOUNT_LIST_ITEM_VOD__C_PC2,no,381,3,0.032,Vault CRM,,,,,,,Veeva
ENRICH;BV_VEEVA_CRM_CONTRACT_VOD__C_AC1,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_CONTRACT_VOD__C_AC1,no,381,4,0.001,Vault CRM,,,,,,,Veeva
ANALYTICS;DIM_EVENT_PLANNER,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,DIM_EVENT_PLANNER,no,380,14,0.043,Cvent,,,,,,,CVENT
ANALYTICS;DIM_VAULT_CORE_MESSAGES,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,DIM_VAULT_CORE_MESSAGES,no,380,12,0.002,Vault,,,,,,,Veeva
ANALYTICS;DIM_GOAL,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,DIM_GOAL,no,378,10,0.003,Vault CRM,,,,,,,Veeva
ENRICH;BV_VEEVA_ALIGN_GEOGRAPHY__ALN_MEC1,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_ALIGN_GEOGRAPHY__ALN_MEC1,no,378,4,0.008,Vault Align,,,,,,,Veeva
ENRICH;BV_DATAONE_SERVICE_H2R_CV_BKA_SERVICE_ACTIVITY_REVENUE,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_DATAONE_SERVICE_H2R_CV_BKA_SERVICE_ACTIVITY_REVENUE,no,376,13,0.102,SAP,SAP Radiology 1.0,,tbd,NN,tbd,,SAP
ENRICH;BV_VEEVA_ALIGN_FIELD_FORCE__ALN_AC2,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_ALIGN_FIELD_FORCE__ALN_AC2,no,376,13,0,Vault Align,,,,,,,Veeva
ENRICH;BV_VEEVA_CRM_OBJECTTERRITORY2ASSOCIATION_AC1,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_OBJECTTERRITORY2ASSOCIATION_AC1,no,376,3,3.451,Vault CRM,,,,,,,Veeva
ENRICH;BV_VEEVA_CRM_VEEVA_TRANSLATION_AC1,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_VEEVA_TRANSLATION_AC1,no,376,4,7.834,Vault CRM,,,,,,,Veeva
ANALYTICS;DIM_EVENT_APPROVER,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,DIM_EVENT_APPROVER,no,375,12,0.052,Vault CRM,,,,,,,Veeva
ENRICH;BV_VEEVA_CRM_SURVEY_QUESTION_VOD__C_PC1,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_SURVEY_QUESTION_VOD__C_PC1,no,375,5,0.014,Vault CRM,Survey 1.0 (Vault CRM),,Available,11/27/25,1/22/26,,Veeva
ANALYTICS;DIM_EVENT_REQUESTER,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,DIM_EVENT_REQUESTER,no,374,12,0.094,Cvent,,,,,,,CVENT
ENRICH;BV_VEEVA_ALIGN_ACCOUNT_TERRITORY_MODEL__ALN_AC1,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_ALIGN_ACCOUNT_TERRITORY_MODEL__ALN_AC1,no,374,3,2.515,Vault Align,,,,,,,Veeva
ENRICH;BV_VEEVA_CRM_OBJECTTERRITORY2ASSOCIATION_PC2,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_OBJECTTERRITORY2ASSOCIATION_PC2,no,374,3,0.188,Vault CRM,,,,,,,Veeva
ANALYTICS;DIM_HCO_PIC,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,DIM_HCO_PIC,no,374,13,9.332,,,,,,,,
ANALYTICS;DIM_BUDGET,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,DIM_BUDGET,no,373,13,0.029,Vault CRM,,,,,,,Veeva
ANALYTICS;DIM_MEETING_REQUEST_CUSTOM_FIELD_DETAIL,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,DIM_MEETING_REQUEST_CUSTOM_FIELD_DETAIL,no,371,10,0.094,Cvent,,,,,,,CVENT
ENRICH;BV_TWILIO_MESSAGES_EC1,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_TWILIO_MESSAGES_EC1,no,371,14,0,Twilio,,,,,,,
ENRICH;BV_VEEVA_ALIGN_MC_CYCLE_PLAN_PRODUCT__ALN_AC1,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_ALIGN_MC_CYCLE_PLAN_PRODUCT__ALN_AC1,no,371,3,5.437,Vault Align,,,,,,,Veeva
ENRICH;BV_VEEVA_CRM_ACTION_ITEM_VOD__C_AC1,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_ACTION_ITEM_VOD__C_AC1,no,371,4,0.003,Vault CRM,,,,,,,Veeva
ANALYTICS;DIM_REGISTRATION,0,0,0,1,,CPH_DB_PROD,,ANALYTICS,BASE TABLE,DIM_REGISTRATION,no,370,9,0.167,Cvent,,,,,,,CVENT
ENRICH;BV_VEEVA_CRM_PROCESSINSTANCE_AC2,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,BV_VEEVA_CRM_PROCESSINSTANCE_AC2,no,370,3,0.004,Vault CRM,,,,,,,Veeva
ENRICH;STG_ASD_WHC_CUST_MSTR_HIST_DATA,0,0,0,1,,CPH_DB_PROD,,ENRICH,BASE TABLE,STG_ASD_WHC_CUST_MSTR_HIST_DATA,no,370,11,0.008,,,,,,,,
MODEL;S_SAP_CNTRCT_BILL_PLAN_OVRVW_AMSMABPD,0,0,0,1,,CPH_DB_PROD,,MODEL,BASE TABLE,S_SAP_CNTRCT_BILL_PLAN_OVRVW_AMSMABPD,no,369,12,2.727,SAP,SAP Radiology 1.0,,tbd,NN,tbd,,SAP
MODEL;S_SAP_DEFRD_RVNU_CNTRCT_FULL_BILL_PLAN_AMSMABPD,0,0,0,1,,CPH_DB_PROD,,MODEL,BASE TABLE,S_SAP_DEFRD_RVNU_CNTRCT_FULL_BILL_PLAN_AMSMABPD,no,369,12,11.307,SAP,SAP Radiology 1.0,,tbd,NN,tbd,,SAP
MODEL;S_SAP_VAN_INV_OVRVW_GLBL,0,0,0,1,,CPH_DB_PROD,,MODEL,BASE TABLE,S_SAP_VAN_INV_OVRVW_GLBL,no,369,12,0.27,SAP,SAP Radiology 1.0,,tbd,NN,tbd,,SAP
